unit_id	clmn	emotion	polarity	bullying
702714450	83	other	neutral	noneBll
702714450	84	joy	positive	noneBll
702714450	85	joy	positive	noneBll
702714450	86	joy	positive	noneBll
702714450	87	joy	positive	noneBll
702714450	88	joy	positive	noneBll
702714450	89	joy	positive	noneBll
702714450	90	joy	positive	noneBll
702714450	91	joy	positive	noneBll
702714450	92	joy	positive	noneBll
702714450	93	joy	positive	noneBll
702714450	94	no_emotion	neutral	noneBll
702714450	95	joy	positive	noneBll
702714450	96	other	neutral	noneBll
702714450	97	no_emotion	neutral	noneBll
702714450	98	no_emotion	positive	noneBll
702714450	99	no_emotion	neutral	noneBll
702714450	100	no_emotion	neutral	noneBll
702714450	101	no_emotion	neutral	noneBll
702714450	102	joy	positive	noneBll
702714450	103	joy	positive	noneBll
702714450	104	no_emotion	neutral	noneBll
702714450	105	no_emotion	neutral	noneBll
702714450	106	joy	positive	noneBll
702714450	107	no_emotion	neutral	noneBll
702714687	1	anger	negative	bullying
702714687	2	other	neutral	noneBll
702714687	3	no_emotion	neutral	noneBll
702714687	4	no_emotion	negative	noneBll
702714687	5	no_emotion	neutral	noneBll
702714687	6	anger	negative	bullying
702714687	7	no_emotion	neutral	noneBll
702714687	8	anger	negative	bullying
702714687	9	joy	positive	noneBll
702714687	10	joy	positive	noneBll
702714687	11	other	neutral	noneBll
702714687	12	joy	positive	noneBll
702714687	13	no_emotion	neutral	noneBll
702714687	14	no_emotion	positive	noneBll
702714687	15	joy	positive	noneBll
702714687	16	joy	positive	noneBll
702714687	17	joy	positive	noneBll
702714687	18	other	neutral	noneBll
702714687	19	joy	positive	noneBll
702714687	20	no_emotion	neutral	noneBll
702714687	21	joy	positive	noneBll
702714687	22	no_emotion	neutral	noneBll
702714687	23	no_emotion	neutral	noneBll
702714687	24	joy	positive	noneBll
702714687	25	no_emotion	neutral	noneBll
702714687	26	joy	positive	noneBll
702714687	27	other	neutral	noneBll
702714687	28	no_emotion	neutral	noneBll
702714687	29	no_emotion	neutral	noneBll
702714687	30	joy	positive	noneBll
702714687	31	joy	positive	noneBll
702714687	32	joy	positive	noneBll
702714687	33	joy	positive	noneBll
702714687	34	joy	positive	noneBll
702714687	35	no_emotion	neutral	noneBll
702714687	36	no_emotion	positive	noneBll
702714687	37	other	negative	noneBll
702714687	38	no_emotion	neutral	noneBll
702714687	39	joy	positive	noneBll
702714687	40	no_emotion	neutral	noneBll
702714687	41	no_emotion	neutral	noneBll
702714687	42	joy	positive	noneBll
702714687	43	joy	positive	noneBll
702714687	44	joy	positive	noneBll
702714687	45	no_emotion	neutral	noneBll
702714687	46	no_emotion	neutral	noneBll
702714687	47	joy	positive	noneBll
702714687	48	no_emotion	neutral	noneBll
702714687	49	no_emotion	neutral	noneBll
702714687	50	joy	positive	noneBll
702714687	51	joy	positive	noneBll
702714687	52	joy	positive	noneBll
702714687	53	no_emotion	negative	noneBll
702714687	54	no_emotion	neutral	noneBll
702714687	55	joy	positive	noneBll
702714687	56	joy	positive	noneBll
702714687	57	joy	positive	noneBll
702714687	58	no_emotion	neutral	noneBll
702714687	59	joy	positive	noneBll
702714687	60	no_emotion	neutral	noneBll
702714687	61	joy	positive	noneBll
702714687	62	joy	positive	noneBll
702714687	63	no_emotion	neutral	noneBll
702714687	64	joy	positive	noneBll
702714687	65	joy	positive	noneBll
702714687	66	other	neutral	noneBll
702714687	67	no_emotion	neutral	noneBll
702714687	68	no_emotion	neutral	noneBll
702714687	69	no_emotion	neutral	noneBll
702714687	70	no_emotion	negative	noneBll
702714613	1	no_emotion	neutral	noneBll
702714613	2	no_emotion	neutral	noneBll
702714613	3	joy	positive	noneBll
702714613	4	no_emotion	neutral	noneBll
702714613	5	joy	positive	noneBll
702714613	6	no_emotion	neutral	noneBll
702714613	7	no_emotion	neutral	noneBll
702714613	8	joy	positive	noneBll
702714613	9	other	positive	noneBll
702714613	10	joy	positive	noneBll
702714613	11	joy	positive	noneBll
702714613	12	other	negative	noneBll
702714613	13	no_emotion	neutral	noneBll
702714613	14	joy	positive	noneBll
702714613	15	no_emotion	neutral	noneBll
702714613	16	anger	negative	noneBll
702714613	17	joy	positive	noneBll
702714613	18	joy	positive	noneBll
702714613	19	no_emotion	neutral	noneBll
702714613	20	no_emotion	neutral	noneBll
702714613	21	no_emotion	neutral	noneBll
702714613	22	joy	positive	noneBll
702714613	23	joy	positive	noneBll
702714613	24	joy	positive	noneBll
702714613	25	other	negative	noneBll
702714613	26	no_emotion	positive	noneBll
702714613	27	joy	positive	noneBll
702714613	28	joy	positive	noneBll
702714613	29	joy	positive	noneBll
702714613	30	joy	positive	noneBll
702714613	31	joy	positive	noneBll
702714613	32	joy	positive	noneBll
702714613	33	no_emotion	neutral	noneBll
702714613	34	anger	negative	bullying
702714613	35	joy	positive	noneBll
702714613	36	joy	positive	noneBll
702714613	37	anger	negative	noneBll
702714613	38	joy	positive	noneBll
702714613	39	no_emotion	negative	noneBll
702714613	40	other	neutral	noneBll
702714613	41	other	neutral	noneBll
702714613	42	no_emotion	neutral	noneBll
702714613	43	no_emotion	neutral	noneBll
702714613	44	no_emotion	neutral	noneBll
702714613	45	other	neutral	noneBll
702714613	46	anger	negative	noneBll
702714613	47	no_emotion	neutral	noneBll
702714613	48	anger	negative	noneBll
702714613	49	no_emotion	neutral	noneBll
702714613	50	joy	positive	noneBll
702714613	51	joy	positive	noneBll
702714613	52	anger	negative	bullying
702714613	53	no_emotion	neutral	noneBll
702714613	54	joy	positive	noneBll
702714613	55	joy	positive	noneBll
702714613	56	no_emotion	neutral	noneBll
702714613	57	no_emotion	neutral	noneBll
702714613	58	other	positive	noneBll
702714613	59	joy	positive	noneBll
702714613	60	no_emotion	neutral	noneBll
702714613	61	no_emotion	neutral	noneBll
702714613	62	joy	positive	noneBll
702714613	63	joy	positive	noneBll
702714613	64	no_emotion	neutral	noneBll
702714613	65	fear	neutral	noneBll
702714613	66	no_emotion	neutral	noneBll
702714613	67	other	neutral	noneBll
702714613	68	joy	positive	noneBll
702714613	69	no_emotion	neutral	noneBll
702714613	70	no_emotion	positive	noneBll
702714613	71	joy	positive	noneBll
702714613	72	joy	positive	noneBll
702714613	73	joy	positive	noneBll
702714613	74	no_emotion	neutral	noneBll
702714613	75	joy	positive	noneBll
702714613	76	joy	positive	noneBll
702714613	77	joy	positive	noneBll
702714613	78	joy	positive	noneBll
702714613	79	joy	positive	noneBll
702714613	80	no_emotion	neutral	noneBll
702714613	81	no_emotion	neutral	noneBll
702714613	82	no_emotion	neutral	noneBll
702714613	83	no_emotion	neutral	noneBll
702714613	84	joy	positive	noneBll
702714613	85	joy	positive	noneBll
702714613	86	joy	positive	noneBll
702714613	87	no_emotion	neutral	noneBll
702714613	88	joy	positive	noneBll
702714613	89	no_emotion	negative	noneBll
702714613	90	joy	positive	noneBll
702714613	91	no_emotion	neutral	noneBll
702714613	92	other	neutral	noneBll
702714613	93	joy	positive	noneBll
702714613	94	joy	positive	noneBll
702714613	95	sadness	neutral	noneBll
702714613	96	joy	positive	noneBll
702714613	97	no_emotion	neutral	noneBll
702714613	98	no_emotion	neutral	noneBll
702714613	99	no_emotion	neutral	noneBll
702714613	100	joy	positive	noneBll
702714613	101	other	neutral	noneBll
702714613	102	no_emotion	neutral	noneBll
702714613	103	joy	positive	noneBll
702714613	104	joy	positive	noneBll
702714613	105	joy	positive	noneBll
702714613	106	joy	positive	noneBll
702714613	107	joy	positive	noneBll
702714613	108	no_emotion	neutral	noneBll
702714613	109	anger	negative	noneBll
702714613	110	no_emotion	neutral	noneBll
702714613	111	no_emotion	neutral	noneBll
702714613	112	other	negative	noneBll
702714613	113	anger	negative	bullying
702714613	114	no_emotion	neutral	noneBll
702714613	115	joy	positive	noneBll
702714613	116	other	negative	noneBll
702714613	117	joy	positive	noneBll
702714613	118	anger	negative	bullying
702714613	119	no_emotion	neutral	noneBll
702714613	120	joy	positive	noneBll
702714613	121	no_emotion	neutral	noneBll
702714613	122	no_emotion	neutral	noneBll
702714613	123	joy	positive	noneBll
702714613	124	no_emotion	neutral	noneBll
702714613	125	other	negative	noneBll
702714440	1	no_emotion	neutral	noneBll
702714440	2	no_emotion	neutral	noneBll
702714440	3	no_emotion	neutral	noneBll
702714440	4	no_emotion	neutral	noneBll
702714440	5	no_emotion	neutral	noneBll
702714440	6	no_emotion	neutral	noneBll
702714440	7	no_emotion	neutral	noneBll
702714440	8	no_emotion	neutral	noneBll
702714440	9	no_emotion	neutral	noneBll
702714440	10	joy	positive	noneBll
702714440	11	no_emotion	neutral	noneBll
702714440	12	no_emotion	neutral	noneBll
702714440	13	no_emotion	neutral	noneBll
702714440	14	no_emotion	neutral	noneBll
702714440	15	anger	negative	noneBll
702714440	16	no_emotion	neutral	noneBll
702714440	17	no_emotion	neutral	noneBll
702714440	18	other	negative	noneBll
702714440	19	no_emotion	neutral	noneBll
702714440	20	joy	positive	noneBll
702714440	21	anger	negative	noneBll
702714440	22	no_emotion	neutral	noneBll
702714440	23	no_emotion	neutral	noneBll
702714440	24	joy	positive	noneBll
702714440	25	no_emotion	neutral	noneBll
702714440	26	no_emotion	neutral	noneBll
702714440	27	no_emotion	neutral	noneBll
702714440	28	no_emotion	neutral	noneBll
702714440	29	no_emotion	neutral	noneBll
702714440	30	no_emotion	neutral	noneBll
702714440	31	joy	positive	noneBll
702714440	32	other	positive	noneBll
702714440	33	other	neutral	noneBll
702714440	34	joy	positive	noneBll
702714440	35	no_emotion	neutral	noneBll
702714440	36	no_emotion	neutral	noneBll
702714440	37	no_emotion	neutral	noneBll
702714440	38	no_emotion	neutral	noneBll
702714440	39	joy	positive	noneBll
702714440	40	joy	positive	noneBll
702714440	41	no_emotion	neutral	noneBll
702714440	42	no_emotion	neutral	noneBll
702714440	43	no_emotion	neutral	noneBll
702714440	44	no_emotion	neutral	noneBll
702714440	45	other	neutral	noneBll
702714440	46	no_emotion	neutral	noneBll
702714440	47	no_emotion	neutral	noneBll
702714440	48	no_emotion	neutral	noneBll
702714440	49	no_emotion	neutral	noneBll
702714440	50	other	positive	noneBll
702714440	51	no_emotion	neutral	noneBll
702714440	52	no_emotion	positive	noneBll
702714440	53	no_emotion	positive	noneBll
702714440	54	no_emotion	neutral	noneBll
702714440	55	no_emotion	neutral	noneBll
702714440	56	no_emotion	neutral	noneBll
702714440	57	no_emotion	neutral	noneBll
702714440	58	no_emotion	neutral	noneBll
702714440	59	no_emotion	neutral	noneBll
702714440	60	no_emotion	negative	noneBll
702714440	61	no_emotion	neutral	noneBll
702714440	62	no_emotion	neutral	noneBll
702714440	63	no_emotion	neutral	noneBll
702714440	64	no_emotion	neutral	noneBll
702714440	65	no_emotion	neutral	noneBll
702714440	66	joy	positive	noneBll
702714440	67	no_emotion	neutral	noneBll
702714440	68	no_emotion	neutral	noneBll
702714440	69	no_emotion	neutral	noneBll
702714440	70	no_emotion	neutral	noneBll
702714440	71	no_emotion	neutral	noneBll
702714440	72	joy	positive	noneBll
702714440	73	no_emotion	neutral	noneBll
702714440	74	no_emotion	negative	noneBll
702714440	75	sadness	neutral	noneBll
702714440	76	no_emotion	neutral	noneBll
702714440	77	no_emotion	neutral	noneBll
702714440	78	sadness	neutral	noneBll
702714440	79	no_emotion	neutral	noneBll
702714440	80	other	positive	noneBll
702714440	81	no_emotion	neutral	noneBll
702714440	82	no_emotion	neutral	noneBll
702714440	83	no_emotion	neutral	noneBll
702714440	84	no_emotion	neutral	noneBll
702714440	85	joy	positive	noneBll
702714440	86	no_emotion	positive	noneBll
702714440	87	no_emotion	neutral	noneBll
702714440	88	no_emotion	neutral	noneBll
702714441	1	no_emotion	neutral	noneBll
702714441	2	joy	positive	noneBll
702714441	3	joy	positive	noneBll
702714441	4	joy	positive	noneBll
702714441	5	joy	positive	noneBll
702714441	6	joy	positive	noneBll
702714441	7	joy	positive	noneBll
702714441	8	joy	positive	noneBll
702714441	9	joy	positive	noneBll
702714441	10	no_emotion	neutral	noneBll
702714441	11	no_emotion	neutral	noneBll
702714441	12	no_emotion	neutral	noneBll
702714441	13	no_emotion	neutral	noneBll
702714441	14	no_emotion	neutral	noneBll
702714442	1	no_emotion	neutral	noneBll
702714442	2	joy	positive	noneBll
702714442	3	joy	positive	noneBll
702714442	4	other	neutral	noneBll
702714442	5	no_emotion	neutral	noneBll
702714442	6	joy	positive	noneBll
702714442	7	joy	positive	noneBll
702714442	8	joy	positive	noneBll
702714442	9	joy	positive	noneBll
702714442	10	no_emotion	neutral	noneBll
702714442	11	joy	positive	noneBll
702714442	12	joy	positive	noneBll
702714442	13	joy	positive	noneBll
702714442	14	joy	positive	noneBll
702714442	15	joy	positive	noneBll
702714442	16	joy	positive	noneBll
702714442	17	joy	positive	noneBll
702714442	18	joy	positive	noneBll
702714442	19	other	neutral	noneBll
702714442	20	no_emotion	neutral	noneBll
702714442	21	joy	positive	noneBll
702714442	22	no_emotion	neutral	noneBll
702714442	23	other	neutral	noneBll
702714442	24	no_emotion	neutral	noneBll
702714442	25	joy	positive	noneBll
702714442	26	no_emotion	neutral	noneBll
702714442	27	no_emotion	neutral	noneBll
702714442	28	joy	positive	noneBll
702714442	29	no_emotion	neutral	noneBll
702714442	30	joy	positive	noneBll
702714442	31	joy	positive	noneBll
702714442	32	no_emotion	neutral	noneBll
702714442	33	joy	positive	noneBll
702714442	34	no_emotion	neutral	noneBll
702714442	35	joy	positive	noneBll
702714442	36	joy	positive	noneBll
702714442	37	joy	positive	noneBll
702714442	38	joy	positive	noneBll
702714442	39	no_emotion	neutral	noneBll
702714442	40	no_emotion	neutral	noneBll
702714442	41	joy	positive	noneBll
702714442	42	joy	positive	noneBll
702714442	43	no_emotion	neutral	noneBll
702714442	44	no_emotion	neutral	noneBll
702714442	45	joy	positive	noneBll
702714442	46	no_emotion	neutral	noneBll
702714442	47	joy	positive	noneBll
702714442	48	no_emotion	neutral	noneBll
702714442	49	other	neutral	noneBll
702714442	50	no_emotion	neutral	noneBll
702714442	51	joy	positive	noneBll
702714442	52	no_emotion	neutral	noneBll
702714442	53	no_emotion	neutral	noneBll
702714442	54	joy	positive	noneBll
702714442	55	no_emotion	neutral	noneBll
702714442	56	no_emotion	neutral	noneBll
702714442	57	joy	positive	noneBll
702714442	58	joy	positive	noneBll
702714442	59	no_emotion	neutral	noneBll
702714442	60	no_emotion	neutral	noneBll
702714442	61	no_emotion	neutral	noneBll
702714442	62	anger	negative	noneBll
702714442	63	joy	positive	noneBll
702714442	64	joy	positive	noneBll
702714442	65	joy	positive	noneBll
702714442	66	joy	positive	noneBll
702714442	67	no_emotion	neutral	noneBll
702714442	68	joy	positive	noneBll
702714442	69	joy	positive	noneBll
702714442	70	joy	positive	noneBll
702714442	71	joy	positive	noneBll
702714442	72	joy	positive	noneBll
702714442	73	joy	positive	noneBll
702714442	74	joy	positive	noneBll
702714442	75	joy	positive	noneBll
702714442	76	joy	positive	noneBll
702714442	77	joy	positive	noneBll
702714442	78	joy	positive	noneBll
702714442	79	joy	positive	noneBll
702714442	80	joy	positive	noneBll
702714442	81	joy	positive	noneBll
702714442	82	joy	positive	noneBll
702714442	83	joy	positive	noneBll
702714442	84	joy	positive	noneBll
702714442	85	joy	positive	noneBll
702714442	86	joy	positive	noneBll
702714442	87	other	neutral	noneBll
702714442	88	other	neutral	noneBll
702714442	89	other	neutral	noneBll
702714442	90	no_emotion	neutral	noneBll
702714442	91	no_emotion	neutral	noneBll
702714442	92	other	neutral	noneBll
702714442	93	joy	positive	noneBll
702714442	94	joy	positive	noneBll
702714442	95	no_emotion	neutral	noneBll
702714442	96	no_emotion	neutral	noneBll
702714442	97	no_emotion	neutral	noneBll
702714442	98	joy	positive	noneBll
702714442	99	no_emotion	neutral	noneBll
702714442	100	joy	positive	noneBll
702714442	101	no_emotion	neutral	noneBll
702714442	102	no_emotion	neutral	noneBll
702714442	103	joy	positive	noneBll
702714442	104	no_emotion	neutral	noneBll
702714442	105	no_emotion	neutral	noneBll
702714442	106	anger	negative	noneBll
702714442	107	joy	positive	noneBll
702714442	108	no_emotion	neutral	noneBll
702714442	109	joy	positive	noneBll
702714442	110	joy	positive	noneBll
702714442	111	joy	positive	noneBll
702714442	112	no_emotion	neutral	noneBll
702714442	113	no_emotion	neutral	noneBll
702714442	114	joy	positive	noneBll
702714442	115	no_emotion	neutral	noneBll
702714442	116	joy	positive	noneBll
702714442	117	joy	positive	noneBll
702714442	118	joy	positive	noneBll
702714442	119	no_emotion	neutral	noneBll
702714442	120	no_emotion	neutral	noneBll
702714442	121	joy	positive	noneBll
702714442	122	no_emotion	neutral	noneBll
702714442	123	no_emotion	neutral	noneBll
702714442	124	no_emotion	neutral	noneBll
702714442	125	joy	positive	noneBll
702714442	126	no_emotion	neutral	noneBll
702714442	127	joy	positive	noneBll
702714442	128	no_emotion	neutral	noneBll
702714442	129	no_emotion	neutral	noneBll
702714442	130	other	positive	noneBll
702714442	131	joy	positive	noneBll
702714442	132	joy	positive	noneBll
702714442	133	joy	positive	noneBll
702714442	134	no_emotion	neutral	noneBll
702714442	135	other	negative	noneBll
702714442	136	joy	positive	noneBll
702714442	137	joy	positive	noneBll
702714442	138	joy	positive	noneBll
702714442	139	other	neutral	noneBll
702714442	140	no_emotion	neutral	noneBll
702714442	141	no_emotion	neutral	noneBll
702714442	142	other	negative	noneBll
702714572	1	no_emotion	neutral	noneBll
702714572	2	no_emotion	neutral	noneBll
702714572	3	no_emotion	neutral	noneBll
702714572	4	no_emotion	neutral	noneBll
702714572	5	no_emotion	neutral	noneBll
702714572	6	no_emotion	neutral	noneBll
702714572	7	no_emotion	neutral	noneBll
702714572	8	no_emotion	neutral	noneBll
702714572	9	anger	negative	bullying
702714572	10	anger	negative	noneBll
702714572	11	anger	negative	bullying
702714572	12	no_emotion	neutral	noneBll
702714572	13	anger	negative	bullying
702714572	14	no_emotion	neutral	noneBll
702714572	15	no_emotion	neutral	noneBll
702714572	16	joy	positive	noneBll
702714572	17	joy	positive	noneBll
702714572	18	no_emotion	neutral	noneBll
702714572	19	anger	negative	noneBll
702714572	20	no_emotion	neutral	noneBll
702714572	21	anger	negative	bullying
702714572	22	anger	negative	bullying
702714572	23	no_emotion	neutral	noneBll
